DataPoint,Normalized_X,Normalized_Y,Percentage_Value,Index_0_100
1,0.0,0.40718562874251496,40.7185628742515,40.7185628742515
2,0.00020004000800160032,0.40718562874251496,40.7185628742515,40.7185628742515
3,0.00040008001600320064,0.40718562874251496,40.7185628742515,40.7185628742515
4,0.000600120024004801,0.40718562874251496,40.7185628742515,40.7185628742515
5,0.0008001600320064013,0.40718562874251496,40.7185628742515,40.7185628742515
6,0.0010002000400080016,0.40718562874251496,40.7185628742515,40.7185628742515
7,0.001200240048009602,0.40718562874251496,40.7185628742515,40.7185628742515
8,0.0014002800560112022,0.40718562874251496,40.7185628742515,40.7185628742515
9,0.0016003200640128026,0.40718562874251496,40.7185628742515,40.7185628742515
10,0.0018003600720144029,0.40718562874251496,40.7185628742515,40.7185628742515
11,0.002000400080016003,0.40718562874251496,40.7185628742515,40.7185628742515
12,0.0022004400880176033,0.40718562874251496,40.7185628742515,40.7185628742515
13,0.002400480096019204,0.40718562874251496,40.7185628742515,40.7185628742515
14,0.0026005201040208044,0.40718562874251496,40.7185628742515,40.7185628742515
15,0.0028005601120224045,0.40718562874251496,40.7185628742515,40.7185628742515
16,0.0030006001200240046,0.40718562874251496,40.7185628742515,40.7185628742515
17,0.003200640128025605,0.40718562874251496,40.7185628742515,40.7185628742515
18,0.0034006801360272057,0.40718562874251496,40.7185628742515,40.7185628742515
19,0.0036007201440288058,0.40718562874251496,40.7185628742515,40.7185628742515
20,0.003800760152030406,0.40718562874251496,40.7185628742515,40.7185628742515
21,0.004000800160032006,0.40718562874251496,40.7185628742515,40.7185628742515
22,0.004200840168033607,0.40718562874251496,40.7185628742515,40.7185628742515
23,0.004400880176035207,0.40718562874251496,40.7185628742515,40.7185628742515
24,0.004600920184036807,0.40718562874251496,40.7185628742515,40.7185628742515
25,0.004800960192038408,0.40718562874251496,40.7185628742515,40.7185628742515
26,0.005001000200040008,0.40718562874251496,40.7185628742515,40.7185628742515
27,0.005201040208041609,0.40718562874251496,40.7185628742515,40.7185628742515
28,0.0054010802160432084,0.40718562874251496,40.7185628742515,40.7185628742515
29,0.005601120224044809,0.40718562874251496,40.7185628742515,40.7185628742515
30,0.0058011602320464095,0.40718562874251496,40.7185628742515,40.7185628742515
31,0.006001200240048009,0.40718562874251496,40.7185628742515,40.7185628742515
32,0.00620124024804961,0.40718562874251496,40.7185628742515,40.7185628742515
33,0.00640128025605121,0.40718562874251496,40.7185628742515,40.7185628742515
34,0.006601320264052811,0.40718562874251496,40.7185628742515,40.7185628742515
35,0.006801360272054411,0.40718562874251496,40.7185628742515,40.7185628742515
36,0.007001400280056011,0.40718562874251496,40.7185628742515,40.7185628742515
37,0.0072014402880576115,0.40718562874251496,40.7185628742515,40.7185628742515
38,0.007401480296059212,0.40718562874251496,40.7185628742515,40.7185628742515
39,0.007601520304060812,0.40718562874251496,40.7185628742515,40.7185628742515
40,0.007801560312062412,0.40718562874251496,40.7185628742515,40.7185628742515
41,0.008001600320064013,0.40718562874251496,40.7185628742515,40.7185628742515
42,0.008201640328065612,0.40718562874251496,40.7185628742515,40.7185628742515
43,0.008401680336067214,0.40718562874251496,40.7185628742515,40.7185628742515
44,0.008601720344068814,0.40718562874251496,40.7185628742515,40.7185628742515
45,0.008801760352070413,0.40718562874251496,40.7185628742515,40.7185628742515
46,0.009001800360072015,0.40718562874251496,40.7185628742515,40.7185628742515
47,0.009201840368073614,0.40718562874251496,40.7185628742515,40.7185628742515
48,0.009401880376075216,0.40718562874251496,40.7185628742515,40.7185628742515
49,0.009601920384076815,0.40718562874251496,40.7185628742515,40.7185628742515
50,0.009801960392078415,0.40718562874251496,40.7185628742515,40.7185628742515
51,0.010002000400080016,0.40718562874251496,40.7185628742515,40.7185628742515
52,0.010202040408081616,0.40718562874251496,40.7185628742515,40.7185628742515
53,0.010402080416083218,0.40718562874251496,40.7185628742515,40.7185628742515
54,0.010602120424084817,0.40718562874251496,40.7185628742515,40.7185628742515
55,0.010802160432086417,0.40718562874251496,40.7185628742515,40.7185628742515
56,0.011002200440088018,0.40718562874251496,40.7185628742515,40.7185628742515
57,0.011202240448089618,0.40718562874251496,40.7185628742515,40.7185628742515
58,0.011402280456091218,0.40718562874251496,40.7185628742515,40.7185628742515
59,0.011602320464092819,0.40718562874251496,40.7185628742515,40.7185628742515
60,0.011802360472094419,0.40718562874251496,40.7185628742515,40.7185628742515
61,0.012002400480096018,0.40718562874251496,40.7185628742515,40.7185628742515
62,0.01220244048809762,0.40718562874251496,40.7185628742515,40.7185628742515
63,0.01240248049609922,0.40718562874251496,40.7185628742515,40.7185628742515
64,0.01260252050410082,0.40718562874251496,40.7185628742515,40.7185628742515
65,0.01280256051210242,0.40718562874251496,40.7185628742515,40.7185628742515
66,0.01300260052010402,0.40718562874251496,40.7185628742515,40.7185628742515
67,0.013202640528105622,0.40718562874251496,40.7185628742515,40.7185628742515
68,0.013402680536107221,0.40718562874251496,40.7185628742515,40.7185628742515
69,0.013602720544108823,0.40718562874251496,40.7185628742515,40.7185628742515
70,0.013802760552110422,0.40718562874251496,40.7185628742515,40.7185628742515
71,0.014002800560112022,0.40718562874251496,40.7185628742515,40.7185628742515
72,0.014202840568113623,0.40718562874251496,40.7185628742515,40.7185628742515
73,0.014402880576115223,0.40718562874251496,40.7185628742515,40.7185628742515
74,0.014602920584116823,0.40718562874251496,40.7185628742515,40.7185628742515
75,0.014802960592118424,0.40718562874251496,40.7185628742515,40.7185628742515
76,0.015003000600120024,0.40718562874251496,40.7185628742515,40.7185628742515
